company_id,tsx_code,company_name,name_alt,status,headquarters,minerals_of_interest,percent_gold,percent_silver,description,last_updated
209,KALO.V,KALO GOLD,,explorer,"Vancouver, Canada","gold, silver",80.0,20.0,"Junior exploration company targeting gold and silver in British Columbia, with the Kalo Project as its flagship asset.",2025-03-24 00:00:00+0000
210,KAPA.V,KAPA GOLD INC,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Junior exploration company targeting gold at the past-producing Blackhawk Gold Mine in California, with secondary nickel interests in British Columbia.",2025-03-24 00:00:00+0000
211,JZR.V,JZR GOLD INC,,developer,"Vancouver, Canada","gold, silver",90.0,10.0,Junior mining company developing the Vila Nova Gold Project in Brazil for near-term gold production and exploring the Spider Property in British Columbia.,2025-03-24 00:00:00+0000
212,KG.V,KLONDIKE GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Exploration company focused on the Klondike District Gold Project in Dawson City, Yukon Territory, targeting bedrock gold sources in a historic goldfield.",2025-03-24 00:00:00+0000
213,HAMR.CN,SILVER HAMMER MINING,,explorer,"Vancouver, Canada",silver,20.0,80.0,"Silver exploration company with projects in Idaho and Nevada, including the Silver Strand Mine, Eliza Silver Project, and Silverton Silver Mine.",2025-03-25 02:18:00+0000
214,KLD.V,KENORLAND MINERALS,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Early-stage exploration company targeting gold deposits in Quebec and Alaska, with a 4% NSR royalty on the Frotet Project.",2025-03-24 00:00:00+0000
215,KLM.V,KERMODE RESOURCES,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Exploration company focused on the Lawyers Gold Project in British Columbia, acquired by Osisko Mining Inc. in 2022.",2025-03-24 00:00:00+0000
216,IPT.V,IMPACT SILVER,,producer,"Vancouver, Canada","silver, gold, zinc, lead",10.0,90.0,"Silver producer operating in Mexico with key projects in the Zacualpan district and Plomosas mine, focusing on silver with minor gold, zinc, and lead output.",2025-03-24 20:00:00+0000
217,KNT.TO,K92 MINING,,producer,"Vancouver, Canada","gold,silver",98.78,1.22,"Mid-tier gold producer operating the high-grade Kainantu Gold Mine in Papua New Guinea, with copper as a byproduct.",2025-03-24 00:00:00+0000
218,KOG.CN,KO GOLD,KO Gold Inc.,explorer,"Bedford, Canada",gold,100.0,0.0,"Gold exploration company with projects in New Zealand's Otago Gold District, including the Smylers Gold Project near the Macraes Gold Mine.",2025-03-25 04:00:00+0000
219,KORE.V,KORE MINING,KORE Mining Ltd.,developer,"Vancouver, Canada",gold,100.0,0.0,"Gold development company with projects in California, USA, including the Imperial and Long Valley gold projects.",2025-03-25 04:03:00+0000
220,KNG.V,KINGSMEN RESOURCES,,explorer,"Vancouver, Canada","gold,silver",88.89,11.11,"Exploration company targeting gold and silver at the Las Coloradas Project in Chihuahua, Mexico, within the Parral mining district.",2025-03-24 00:00:00+0000
221,KGC.V,KESTREL GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Early-stage exploration company targeting orogenic gold deposits in British Columbia and Yukon, with key projects including QCM and King Solomon’s Dome.",2025-03-24 00:00:00+0000
222,KTN.V,KOOTENAY SILVER,Kootenay Silver Inc.,explorer,"Vancouver, Canada","silver, gold, lead, zinc",10.0,90.0,"Silver exploration company with projects in Mexico and Canada, including the flagship Columba Silver Project.",2025-03-25 04:14:00+0000
223,KFR.V,KINGFISHER METALS CORP,,explorer,"Vancouver, Canada","gold, silver, copper",70.0,30.0,"Junior exploration company targeting gold, silver, and copper in British Columbia’s Golden Triangle, with the HWY 37 Project as its flagship, expanded by BAM and Hickman acquisitions.",2025-03-24 00:00:00+0000
224,KUYA.CN,KUYA SILVER,Kuya Silver Corp.,producer,"Toronto, Canada","silver, lead, zinc, copper, gold",0.0,100.0,Silver mining company with operations in Peru and exploration in Canada.,2025-03-25 04:19:00+0000
225,KS.V,KLONDIKE SILVER,Klondike Silver Corp.,developer,"Vancouver, Canada","silver, lead, zinc",0.0,100.0,"Developer focused on silver, lead, and zinc exploration and development in the Slocan Mining Camp, British Columbia, Canada.",2025-03-25 04:13:00+0000
226,LECR.CN,Leocor Mining,Leocor Gold Inc.,explorer,"Vancouver, Canada","gold, copper",100.0,0.0,"Explorer focused on gold and copper projects in Newfoundland, Canada, with key assets including the Dorset Gold Project and Copper Creek Project in the Baie Verte district.",2025-03-24 00:00:00+0000
227,KTO.V,K2 GOLD,K2 Gold Corp.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company with projects in the Southwest USA and the Yukon, including the Mojave, Wels, and Si2 projects.",2025-03-25 04:17:00+0000
228,LFLR.CN,LaFleur Minerals,,developer,Canada,"gold, critical metals",100.0,0.0,"Developer focused on gold and critical metals in Canada, with the Beacon Mill and Swanson Gold Project.",2025-03-24 00:00:00+0000
229,LG.V,LAHONTAN GOLD,,developer,"Toronto, Canada","gold, silver",90.0,10.0,"Developer focused on advancing the Santa Fe Mine in Nevada towards production, with a significant gold and silver resource base.",2025-03-24 00:00:00+0000
230,LGC.V,LAVRAS GOLD,,explorer,"Toronto, Canada",gold,100.0,0.0,"Explorer focused on the Lavras do Sul Project in Brazil, with significant gold resources.",2025-03-24 21:35:00+0000
231,KRI.V,KOBO RESOURCES,Kobo Resources Inc.,explorer,"Quebec City, Canada","gold, cobalt",100.0,0.0,"Canadian junior mining company focused on exploring gold and cobalt projects in Côte d'Ivoire, including the Kossou and Bouaké projects.",2025-03-25 04:10:00+0000
232,LIO.V,Lion One Metals Limited,,producer,"North Vancouver, Canada",gold,100.0,0.0,"Lion One Metals is the owner and operator of the Tuvatu Gold Mine in Fiji, with a focus on high-grade gold production and exploration of the Navilawa volcanic complex.",2025-03-24 21:45:00+0000
233,LEGY.V,Legacy Gold Mines,,explorer,"Calgary, Canada",gold,100.0,0.0,Junior gold exploration company advancing projects through exploration and resource definition.,2025-03-24 00:00:00+0000
234,LMG.V,Lincoln Gold Mining Inc.,Lincoln Mining,developer,"Vancouver, Canada","gold, silver",85.0,15.0,"Developer advancing the Pine Grove gold project in Nevada and the recently acquired Bell Mountain gold-silver project, targeting production by late 2025.",2025-03-24 21:45:00+0000
235,LN.TO,LONCOR GOLD,,explorer,"Toronto, Canada",gold,100.0,0.0,Gold exploration company focused on the Adumbi gold deposit in the Democratic Republic of the Congo.,2025-03-25 05:07:00+0000
236,LAB.V,LABRADOR GOLD,Labrador Gold Corp.,explorer,"Toronto, Canada",gold,100.0,0.0,"Gold exploration company with projects in Newfoundland and Labrador, Canada, including the Kingsway and Hopedale projects.",2025-03-25 04:24:00+0000
237,LME.V,Laurion Mineral Exploration Inc.,,explorer,"Toronto, Canada",gold,100.0,0.0,"Explorer advancing the Ishkõday Project in Ontario, targeting high-grade gold mineralization across a 57 square kilometer property.",2025-03-24 21:44:00+0000
238,LGD.TO,Liberty Gold Corp.,,developer,"Vancouver, Canada","gold, silver, copper",80.0,10.0,"Developer advancing the Black Pine and Goldstrike oxide gold projects in Idaho and Utah, respectively, with a focus on open-pit, heap-leach mining.",2025-03-24 00:00:00+0000
239,LOD.V,LODE GOLD RESOURC.ES,Lode Gold Resources Inc.,developer,"Toronto, Canada",gold,100.0,0.0,"Canadian exploration and development company with projects in California, Yukon, and New Brunswick, focusing on gold.",2025-03-25 05:07:00+0000
240,LOT.V,TOMAGOLD,TomaGold Corporation,explorer,"Montreal, Canada",gold,100.0,0.0,"Gold exploration company with projects in Quebec, Canada.",2025-03-25 05:07:00+0000
241,LPK.V,LUPAKA GOLD,Lupaka Gold Corp.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company with properties in South East Oregon, USA.",2025-03-25 05:07:00+0000
242,LUM.V,LUMINA GOLD,Odin Mining and Exploration Ltd.,developer,"Vancouver, Canada",gold,100.0,0.0,Canadian exploration and development company with the Cangrejos Gold-Copper Project in Ecuador.,2025-03-25 05:07:00+0000
243,LVG.V,LAKE VICTORIA GOLD,TEMBO GOLD CORP,developer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration and development company with projects in the Lake Victoria Goldfield, Tanzania, including the Tembo Gold Project and the Imwelo Gold Project.",2025-03-25 05:41:00+0000
244,LUCA.V,LUCA MINING,Altaley Mining Corp.,producer,"Vancouver, Canada","gold, silver",57.3,42.7,Polymetallic mining company with two producing mines in Mexico: Tahuehueto and Campo Morado.,2025-03-25 05:07:00+0000
245,LUG.TO,LUNDIN GOLD,Lundin Gold Inc.,producer,"Vancouver, Canada",gold,100.0,0.0,Canadian mining company operating the Fruta del Norte gold mine in Ecuador.,2025-03-25 05:07:00+0000
246,MAI.V,MINERA ALAMOS,,producer,"Toronto, Canada",gold,100.0,0.0,"Gold producer with the Santana mine in Sonora, Mexico, in production, and developing the Cerro de Oro project in Zacatecas and La Fortuna project in Durango, both in Mexico.",2025-03-25 05:52:00+0000
247,LSTR.V,LODESTAR METALS,Lodestar Metals Corp.,explorer,"Vancouver, Canada",silver,0.0,100.0,Exploration company with silver projects in Mexico and a lithium project in Canada.,2025-03-25 05:07:00+0000
248,MEK.V,METALS CREEK RESOURCES,,explorer,"Thunder Bay, Canada","gold, copper",80.0,0.0,"Exploration company with gold projects in Ontario, Newfoundland and Labrador, and the Yukon, and a copper project in Northern Ontario.",2025-03-25 00:00:00+0000
249,MAG.TO,MAG SILVER,,producer,"Vancouver, Canada","silver, gold",12.0,88.0,"Silver and gold producer with the Juanicipio Mine in Mexico, and exploration projects in Utah and Canada.",2025-03-25 05:48:00+0000
250,MFG.V,MAYFAIR GOLD,,developer,"Matheson, Canada",gold,100.0,0.0,"Developer of the Fenn-Gib gold project in northeast Ontario, Canada, with an indicated resource of 4.3 million ounces of gold.",2025-03-25 00:00:00+0000
251,MFL.V,MAWSON FINLAND,,explorer,"Vancouver, Canada","gold, cobalt",90.0,0.0,Gold and cobalt exploration company focused on the Rajapalot project in Northern Finland.,2025-03-25 00:00:00+0000
252,MGG.V,MINAURUM GOLD,,explorer,"200 Burrard Street, Vancouver, BC, Canada",,,,"Minaurum Gold Inc., an exploration stage company, engages in the acquisition and exploration of mineral properties in Mexico and the United States. The company explores for gold, silver, copper, lead, and zinc deposits. Its flagship project is the Alamos project, which covers an area of approximately 37,928 hectares in Southern Sonora. The company was formerly known as Chava Resources Ltd. and changed its name to Minaurum Gold Inc. in November 2009. Minaurum Gold Inc. was incorporated in 2007 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
253,MAU.V,MONTAGE GOLD,,developer,"Vancouver, Canada",gold,100.0,0.0,"Gold development company advancing the Koné Gold Project in Côte d'Ivoire, West Africa, with construction underway.",2025-03-25 00:00:00+0000
254,MIS.CN,MISTANGO RIVER RESOURCES,,explorer,"55 University Avenue, Toronto, ON, Canada",,,,"Mistango River Resources Inc. engages in the acquisition and exploration of mineral properties in Canada. It primarily explores for gold, copper, silver, and zinc. The company's flagship projects include the Omega project that consists of 15 leased claims and two patents located in Ontario. The company was formerly known as GLR Resources Inc. and changed its name to Mistango River Resources Inc. in March 2011. Mistango River Resources Inc. was incorporated in 2001 and is headquartered in Toronto, Canada.",2025-03-17 06:38:31+0000
255,MJS.V,MAJESTIC GOLD,,explorer,"1688 152nd Street, Surrey, BC, Canada",,,,"Majestic Gold Corp., a mining company, focuses on exploration, development, and operation of mining properties in China, Australia, and Canada. The company primarily explores for gold ores. Its flagship project is the Songjiagou gold mine located in the Shandong Province of China. The company was incorporated in 1986 and is headquartered in Surrey, Canada.",2025-03-18 06:04:40+0000
256,MKO.V,MAKO MINING,,explorer,"838 West Hastings Street, Vancouver, BC, Canada",,,,"Mako Mining Corp. operates as a gold mining and exploration company in Nicaragua. Its primary asset is San Albino property located in Nueva Segovia, Nicaragua. The company was formerly known as Golden Reign Resources Ltd. and changed its name to Mako Mining Corp. in November 2018. Mako Mining Corp. was incorporated in 2004 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
257,MLM.TO,MCFARLANE LAKE MINING,,explorer,,,,,,2025-03-17 06:38:31+0000
258,MMET.CN,MIATA METALS,,explorer,"1177 West Hastings Street, Vancouver, BC, Canada",,,,"Miata Metals Corp., a mineral exploration company, engages in the acquisition, exploration, and evaluation of resource properties. It holds an option to earn a 100% interest in the Cabin Lake property located in the Omineca Mining Division of central British Columbia. The company was formerly known as Miata II Capital Corp. and changed its name to Miata Metals Corp. in March 2023. Miata Metals Corp. was incorporated in 2021 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
259,MMG.V,METALLIC MINERALS,,explorer,"409 Granville Street, Vancouver, BC, Canada",,,,"Metallic Minerals Corp. engages in the acquisition, exploration, and development of mineral properties in Canada and the United States. It explores for silver, gold, copper, and PGE deposits. The company was formerly known as Monster Mining Corp. and changed its name to Metallic Minerals Corp. in September 2016. The company was incorporated in 2007 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
260,MMN.V,MONARCA MINERALS,,explorer,"390 Bay Street, Toronto, ON, Canada",,,,"Monarca Minerals Inc., a mining company, engages in the acquisition, exploration, and development of gold, silver, and base metal projects in Mexico. The company's flagship project is Tejamen Property covering an area of 1,685 hectares located in Northwest of Durango, the capital of the State of Durango. The company was formerly known as Oremex Silver Inc. and changed its name to Monarca Minerals Inc. in August 2016. Oremex Silver Inc. was incorporated in 1995 and is based in Toronto, Canada.",2025-03-18 06:04:40+0000
261,MMY.V,MONUMENT MINING,,explorer,"1100 Melville Street, Vancouver, BC, Canada",,,,"Monument Mining Limited operates as a gold producer, engages in the acquisition, exploration, and development of gold, precious metals, and other base metal properties in Canada, Australia, and Malaysia. The company holds 100% interest in the Selinsing gold mine, including the Selinsing, Buffalo Reef, Felda Land, and Famehub projects that are located in Pahang State within the Central Gold Belt of Western Malaysia; and the Murchison gold project portfolio comprising the Burnakura, Tuckanarra, and Gabanintha projects, which are located in the Murchison region of Western Australia. Monument Mining Limited is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
262,MND.TO,MANDALAY RESOURCES,,explorer,"155 University Avenue, Toronto, ON, Canada",,,,"Mandalay Resources Corporation, together with its subsidiaries, engages in the acquisition, exploration, extraction, processing, and reclamation of mineral properties in Australia, Sweden, Chile, and Canada. It explores for gold, copper, silver, and antimony deposits. The company's assets consist of the Costerfield gold-antimony mine covering an area of 1,219 hectares located in Victoria, Australia; the Björkdal gold mine that covers an area of approximately 12,949 hectares located in Skelleftea, Sweden; and copper silver development property located in the Coquimbo region, Chile. Mandalay Resources Corporation was incorporated in 1997 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
263,MGM.V,MAPLE GOLD MINES,,explorer,"1111 W Hastings St, Vancouver, BC, Canada",,,,"Maple Gold Mines Ltd. operates as a gold exploration company in Canada. It holds interest in the Douay gold project covering an area of approximately 357 square kilometers located in the Casa Berardi deformation zone in the Abitibi Greenstone Belt of northern Quebec; and the Joutel project covering an area of approximately 39 square kilometers located in Quebec, Canada. The company also holds 100% interest in the Morris Project comprising 34 claims located in the Morris Township, Quebec, as well as has an option to acquire 100% interest in the Eagle Mine Property in Quebec, Canada. The company was formerly known as Aurvista Gold Corporation and changed its name to Maple Gold Mines Ltd. in November 2017. Maple Gold Mines Ltd. was incorporated in 2010 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
264,MAE.V,MARITIME RESOURCES,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company with the Hammerdown Gold Project in Newfoundland, Canada, and processing assets at Pine Cove.",2025-03-25 05:44:00+0000
265,MEX.V,MEXICAN GOLD MINING,,developer,"Vancouver, Canada","gold, copper",100.0,0.0,"Developer of the Las Minas Gold & Copper Project in Veracruz, Mexico, advancing towards potential production.",2025-03-25 00:00:00+0000
266,MNO.TO,MERIDIAN MINING,,explorer,"4 More London Riverside, London, United Kingdom",,,,"Meridian Mining UK Societas, together with its subsidiaries, engages in the acquisition, exploration, and development of mineral properties in Brazil. It explores for manganese, gold, copper, silver, and tin deposits. The company's flagship property is the Cabaçal copper-gold project located in the state of Mato Grosso, Brazil. The company was formerly known as Meridian Mining S.E. Meridian Mining UK Societas was founded in 2013 and is headquartered in London, the United Kingdom.",2025-03-18 06:04:40+0000
267,MRZ.V,MIRASOL RESOURCES,,explorer,"355 Burrard Street, Vancouver, BC, Canada",,,,"Mirasol Resources Ltd. engages in the acquisition and exploration of mineral properties primarily in Chile and Argentina. The company explores for gold, silver, and copper deposits. Its flagship project includes the Sobek Cu project, which covers an area of 11,140 hectares located in northern Chile. In addition, the company holds interest in the Inca Gold that covers an area of 16,300 hectares located in the Paleocene belt of Chile; and the Virginia project located in Santa Cruz, Argentina. Mirasol Resources Ltd. was incorporated in 2003 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
268,MSV.TO,MINCO SILVER,,explorer,"1055 West Georgia Street, Vancouver, BC, Canada",,,,"Minco Silver Corporation engages in the exploration, evaluation, and development of precious metal and other mineral properties and projects. The company explores for silver, gold, lead, and zinc deposits. It holds interests in the Fuwan silver project 3 exploration permits totaling 125.74 km2; and the Changkeng gold project covering an exploration area of 1.19 km2 located to the southwest of Guangzhou City, China. The company was incorporated in 2004 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
269,MTA.V,METALLA ROYALTY & STREAMING,,explorer,,,,,,2025-03-17 06:38:31+0000
270,MTS.V,METALLIS RESOURCES,,explorer,"Vancouver, Canada","gold, silver",70.0,30.0,"Exploration company focused on gold and silver in British Columbia, Canada.",2025-03-20 00:00:00+0000
271,MTT.V,MAGNA TERRA MINERALS,,explorer,"Toronto, Canada","gold, silver",90.0,10.0,Exploration company focused on gold in Atlantic Canada and precious metals in Argentina.,2025-03-25 21:47:00+0000
272,MSA.TO,MINEROS,,producer,"Medellín, Colombia",gold,100.0,0.0,Gold mining company with operations in Colombia and Nicaragua.,2025-03-25 00:00:00+0000
273,MSG.V,MITHRIL SILVER AND GOLD,,explorer,"The Block Arcade, Melbourne, VIC, Australia",,,,"Mithril Silver and Gold Limited engages in the exploration and development of mineral properties in Mexico and Australia. The company explores for gold and silver deposits. Its flagship property is the 50% interest owned Copalquin Gold Silver project covering an area of 70 square kilometres located in the Durango State, Mexico. The company was formerly known as Mithril Resources Limited and changed its name to Mithril Silver and Gold Limited in September 2024. The company was incorporated in 2002 and is based in Melbourne, Australia.",2025-03-18 06:04:40+0000
274,NAU.V,NEVGOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,Gold exploration company with projects in North America.,2025-03-20 00:00:00+0000
275,NBRK.CN,NEW BREAK RESOURCES,,explorer,"Toronto, Canada",gold,100.0,0.0,"Canadian mineral exploration company focused on gold projects in northern Ontario and the Kivalliq Region of Nunavut, with key projects including Moray Gold Project, Sundog Gold Project, and Esker Gold Project.",2025-03-26 01:33:00+0000
276,NCAU.V,Newcore Gold Ltd.,,developer,"Vancouver, Canada",gold,100.0,0.0,"Canadian mineral development company focused on the Enchi Gold Project in Ghana, advancing significant indicated and inferred gold resources toward production.",2025-03-26 01:33:00+0000
277,MUX.TO,McEwen Mining Inc.,,producer,"Toronto, Canada","gold, silver",88.5,11.5,A leading gold and silver producer with operations in the Americas.,2025-03-25 21:47:00+0000
278,NDM.TO,Northern Dynasty Minerals Ltd.,,developer,"Vancouver, Canada",gold,94.7,5.3,"Canadian mineral development company focused on the Pebble Project in Alaska, with significant copper, gold, molybdenum, and silver resources, facing environmental and permitting challenges.",2025-03-25 18:55:00+0000
279,NEV.V,NEVADA SUNRISE METALS CORPORATION,NEVADA SUNRISE,explorer,"Vancouver, Canada","lithium, copper",0.0,0.0,"Junior exploration company focused on lithium and copper projects in Nevada, USA. Flagship Gemini Lithium Project in Esmeralda County has a maiden resource estimate of 7.1 million tons LCE. Additional exploration includes Jackson Wash, Badlands Lithium, and Coronado Copper Projects.",2025-03-25 00:00:00+0000
280,NEXG.V,NEXGOLD MINING CORP.,NEXGOLD,developer,"Toronto, Canada",gold,100.0,0.0,Gold-focused development company with two near-term projects: Goliath Gold Complex in Ontario and Goldboro Gold Project in Nova Scotia. Both projects are advanced with key regulatory approvals.,2025-03-25 00:00:00+0000
281,NFG.V,NEW FOUND GOLD CORP.,NEW FOUND GOLD,explorer,"Toronto, Canada",gold,100.0,0.0,"Gold exploration company with the Queensway Project in Newfoundland, Canada. The project covers 1,600 sq km with multiple high-grade gold zones identified through extensive drilling.",2025-03-25 00:00:00+0000
282,NG,NOVAGOLD RESOURCES INC.,NOVAGOLD,developer,"Vancouver, Canada",gold,100.0,0.0,"Gold development company with the Donlin Gold project in Alaska, a joint venture with Barrick Gold Corporation, holding one of the largest and highest-grade gold deposits in the world, with significant exploration potential.",2025-03-25 00:00:00+0000
283,NGD.TO,NEW GOLD,New Gold Inc.,producer,"Toronto, Canada","gold,silver,copper",91.1,8.9,"New Gold Inc. is an intermediate gold mining company with two core producing assets in Canada: the Rainy River gold mine, producing gold and silver, and the New Afton copper-gold mine, yielding gold and copper as a byproduct.",2025-03-26 02:43:00+0000
284,NGEX.TO,NGEX MINERALS,,developer,"Vancouver, Canada","copper,gold,silver",75.0,25.0,"Canadian exploration company focused on copper, gold, and silver projects in Argentina and Chile, with key projects in the Vicuña District.",2025-03-25 19:50:00+0000
285,NILI.V,SURGE BATTERY METALS,,developer,"Vancouver, Canada",lithium,0.0,0.0,"Lithium exploration and development company with a focus on the Nevada North Lithium Project in Nevada, USA.",2025-03-25 19:50:00+0000
286,NIM.V,NICOLA MINING,,developer,"Lower Nicola, Canada","gold,silver,copper,lead,zinc",60.0,40.0,"Developer focused on exploration and development of mineral projects in British Columbia, with a gold/silver mill and exploration projects including Treasure Mountain Silver and New Craigmont Copper.",2025-03-25 20:02:00+0000
287,NKG.V,NEVADA KING GOLD,,developer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration and development company focused on the Atlanta Gold Mine Project in Nevada, USA.",2025-03-25 20:30:00+0000
288,NFLD.CN,EXPLOITS DISCOVERY,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company focused on discovering and developing gold projects in Newfoundland, Canada.",2025-03-25 20:11:00+0000
289,NL.V,Northern Lion Gold Corp.,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company with projects in Canada, Cyprus, and Finland.",2025-03-25 20:11:00+0000
290,NOM.CN,Norsemont Mining Inc.,,explorer,"Vancouver, Canada","gold,silver",85.0,15.0,Gold and silver exploration company with a focus on the Choquelimpie project in Chile.,2025-03-25 20:11:00+0000
291,NPR.V,NORTH PEAK RESOURCES,,explorer,"Toronto, Canada",gold,100.0,0.0,"Gold exploration company with a flagship project at the historic Prospect Mountain Mine Complex in Eureka, Nevada, USA. The property has a history of high-grade gold production and is being explored for Carlin-style, CRD, and skarn mineralization. Recent drilling and geophysical surveys indicate significant potential for resource delineation.",2025-03-26 05:44:00+0000
292,NRC.V,NATIONS ROYALTY,,producer,"Vancouver, Canada","gold,silver",96.0,4.0,"Royalty company focused on Indigenous-owned royalties on mining projects with a focus on gold and silver, partnering with Indigenous groups to convert future benefit agreement payments into equity. Key projects include Brucejack Mine, Premier, and Red Mountain, all gold-focused, located in tier-one jurisdictions.",2025-03-26 05:44:00+0000
293,NSG.CN,NORTHSTAR GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company with the flagship Miller Gold Property in Kirkland Lake, Ontario, Canada. The property has historical gold resources and recent copper discoveries, with ongoing drilling and geophysical surveys indicating significant potential for resource delineation.",2025-03-26 05:55:00+0000
294,NTH.V,NORD PRECIOUS METALS,Canada Silver Cobalt Works Inc.,developer,"Coquitlam, Canada","silver,cobalt",0.0,100.0,"Nord Precious Metals Mining Inc. is a Canadian junior mining company focused on silver and cobalt, with a high-grade silver discovery at Castle East and underground access at the Castle Mine in Ontario's prolific silver-cobalt mining district.",2025-03-26 06:03:00+0000
295,NUAG.TO,NEW PACIFIC METALS,,developer,"Vancouver, Canada","silver,gold",29.0,71.0,"Canadian exploration and development company with three precious metal projects in Bolivia: Silver Sand (flagship silver project), Carangas (silver-gold polymetallic deposit), and Silverstrike (silver-gold project).",2025-03-26 06:30:00+0000
296,NVO.TO,NOVO RESOURCES CORP,,producer,"Vancouver, Canada",gold,100.0,0.0,"A Canadian gold producer operating the Beatons Creek project in Western Australia, with additional exploration assets in the Pilbara region.",2025-03-26 06:11:00+0000
297,NVPC.CN,NOVA PACIFIC METALS,,developer,"Vancouver, Canada","gold, silver, copper, zinc, lead",74.1,25.9,"Canadian exploration and development company focused on the Lara VMS Project on Vancouver Island, BC, targeting gold, silver, copper, zinc, and lead.",2025-03-26 07:17:00+0000
298,OCG.V,OUTCROP SILVER,,explorer,"Vancouver, Canada","silver, gold",25.0,75.0,"Canadian exploration company focused on high-grade silver and gold projects in Colombia, particularly the Santa Ana project.",2025-03-26 07:20:00+0000
299,OCO.V,OROCO RESOURCE CORP,,explorer,"Vancouver, Canada","copper, molybdenum, gold, silver",78.8,21.2,"Canadian exploration company focused on the Santo Tomas copper project in Mexico, with significant molybdenum, gold, and silver credits.",2025-03-26 07:25:00+0000
300,ODV.V,OSISKO DEVELOPMENT,,explorer,"1100, avenue des Canadiens-de-Montreal, Montreal, QC, Canada",,,,"Osisko Development Corp. acquires, explores, and develops mineral properties in Canada, Mexico, and the United States. It explores for gold; and precious and base metals. The company's flagship asset is the Cariboo Gold Project covering an area of approximately 155,000 hectares consisting of 415 mineral titles located in British Columbia, Canada. It also holds a portfolio of marketable securities. Osisko Development Corp. is based in Montreal, Canada.",2025-03-18 06:04:40+0000
301,MUN.V,MUNDORO,MUNDORO CAPITAL,explorer,"1040 West Georgia Street, Vancouver, BC, Canada",,,,"Mundoro Capital Inc., together with its subsidiaries, engages in the acquisition, exploration, and development of base and precious metal properties in Serbia, Bulgaria, and the United States. It primarily explores for gold and copper deposits. The company was incorporated in 2008 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
302,OGN.V,OROGEN ROYALTIES,,explorer,"Vancouver, Canada","gold, silver",63.16,36.84,Royalty company with a focus on gold and silver projects in North America.,2025-03-26 00:00:00+0000
303,NCX.V,NorthIsle Copper and Gold Inc.,,developer,"Vancouver, Canada",gold,40.0,0.0,"Canadian mineral development company focused on the North Island Project in British Columbia, with significant copper and gold resources, preparing for staged development with a recent PEA showing strong economics.",2025-03-25 18:52:00+0000
304,MSR.V,MINSUD RESOURCES,,explorer,"340 Richmond Street West, Toronto, ON, Canada",,,,"Minsud Resources Corp. explores for mineral resource properties. The company explores for copper, molybdenum, silver, and gold deposits. Its principal project is the Chita Valley project that consists of the Chita, Brechas Vacas, and Minas de Pinto mineral concessions, as well as five additional adjacent properties covering an area of approximately 19,883 hectares located in Argentina. Minsud Resources Corp. is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
305,OGC.TO,OCEANAGOLD,,producer,"Vancouver, Canada","gold, silver",96.3,3.7,"Gold and silver producer with operations in the US, Philippines, and New Zealand. Key projects include Haile Gold Mine, Didipio Mine, Macraes, and Waihi.",2025-03-26 00:00:00+0000
306,OMGA.CN,OMEGA PACIFIC RESOURCES,,explorer,"Vancouver, Canada","gold, silver",100.0,0.0,"Mineral exploration company focused on gold and silver projects in British Columbia, Canada.",2025-03-26 00:00:00+0000
307,OIII.V,O3 MINING,,developer,"Montreal, Canada",gold,100.0,0.0,"Gold developer with the Marban Alliance project in Val-d’Or, Quebec, Canada, aiming to become a leading gold producer.",2025-03-26 00:00:00+0000
308,OMM.V,OMINECA MINING,,explorer,"Vancouver, Canada","gold, silver",80.0,20.0,Omineca Mining is a Canadian-based exploration company focused on gold and silver in North America.,2025-03-26 00:00:00+0000
309,ONAU.V,ONGOLD RESOURCES,,explorer,"Toronto, Canada",gold,100.0,0.0,OnGold Resources is a Canadian-based exploration company focused on gold in Canada.,2025-03-26 00:00:00+0000
